Doc Id,Offer File,Offer Id,Store File,Store Brand Name,Store Name,Store_Address,Area,City,Store Longitude,Store Latitude
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"31, Chowringhee Road, Kolkata",Park street,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,," ission Road, Near Senco Gold, Ranaghat",Ranaghat,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"28, Aurobindo Road, P.S. Malipanchghora, Salkia, Howrah",Salkia,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"178,Ns Avenue |Serampore|Hooghly",Serampore,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Richmond Sampada, Ground Floor, Maniktala More,Tamluk",Tamluk,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Aa-45, Vip Road, Kolkata",VIP Road,Kolkata,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Arti Complex, Near City Post Office, Motihari", otihari, otihari,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"U.B. Tower, Saraiganj, Muzaffarpur",Saraiganj, uzffarpur,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Hati Complex, Paradip",Paradip,Paradip,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Plot No. 4, Rajendra Nagar, Block-A, Nala Road, Patna,",Nala Road,Patna,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Zahir House, Main Road, Raxaul, Dist - E - Champaran",Raxaul,Patna,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Senapati Bhaban, Grand Road, Puri",Grand Road,Puri,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,," ouza Main Road, Konka, Ranchi",Ranchi,Ranchi,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Nayapara, Sambalpur, Ground Floor",Sambalpur,Sambalpur,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Club Road, Opp. Cachar Club, Silchar",Silchar,Silchar,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,Bazaar Kolkata,,"Sevoke Road, Siliguri",Sevoke Road,Siliguri,,
807f6c42fe0da549b8ac8243db6eb258,baazar-kolkata-store.page,kolkata.dcr,baazar-kolkata-store-list.pdf,nan,,nan,nan,nan,,
807f6c42fe0da549b8ac8243db6eb258,city-jamshedpur-offer.page,city-jamshedpur-offer.dcr,store-address-city-jamshedpur.pdf,F Saloon,,"Swaran Swaroop Tower, 1st Floor, Kalimati Road, Sakchi, Jamshedpur",Sakchi,Jamshedpur,,
807f6c42fe0da549b8ac8243db6eb258,city-jamshedpur-offer.page,city-jamshedpur-offer.dcr,store-address-city-jamshedpur.pdf,Janta Fancy Stores,,"Block No. 10, Shop No. 5 & 6, Manihari Market, Sakchi, Jamshedpur", anihari,Jamshedpur,,
807f6c42fe0da549b8ac8243db6eb258,city-jamshedpur-offer.page,city-jamshedpur-offer.dcr,store-address-city-jamshedpur.pdf,Junction Restaurant,,"53, Thakurbari Road, Sakchi, Jamshedpur",Sakchi,Jamshedpur,,
807f6c42fe0da549b8ac8243db6eb258,city-jamshedpur-offer.page,city-jamshedpur-offer.dcr,store-address-city-jamshedpur.pdf,Puja Bag,,"101, Sakchi Bazar, Sakchi, Jamshedpur",Sakchi,Jamshedpur,,
807f6c42fe0da549b8ac8243db6eb258,city-jamshedpur-offer.page,city-jamshedpur-offer.dcr,store-address-city-jamshedpur.pdf,Rasoi Restaurant,,"46, Thakurbari Road, Sakchi, Jamshedpur",Sakchi,Jamshedpur,,
807f6c42fe0da549b8ac8243db6eb258,city-jamshedpur-offer.page,city-jamshedpur-offer.dcr,store-address-city-jamshedpur.pdf,Rubainaa Steels,,"14, Kalimati Road, Sakchi, Jamshedpur",Sakchi,Jamshedpur,,
807f6c42fe0da549b8ac8243db6eb258,city-jamshedpur-offer.page,city-jamshedpur-offer.dcr,store-address-city-jamshedpur.pdf,Shandar Shoes,,"Shop No G 7, 7A, Akashdeep Plaza, Golmure, Jamshedpur",Golmure,Jamshedpur,,
807f6c42fe0da549b8ac8243db6eb258,city-jamshedpur-offer.page,city-jamshedpur-offer.dcr,store-address-city-jamshedpur.pdf,Starling Fashion Studio,,"Basement, Akashdeep Plaza, A C Market, UB 200, Golmure, Jamshedpur",Golmure,Jamshedpur,,
807f6c42fe0da549b8ac8243db6eb258,city-jamshedpur-offer.page,city-jamshedpur-offer.dcr,store-address-city-jamshedpur.pdf,Hi Style,,"Shop No 12, Line 15, Bistupur Market, Jamshedpur",Bistupur,Jamshedpur,,
